Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Gender_encoded,Category_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Shipping Type_encoded,Discount Applied_encoded,Promo Code Used_encoded,Payment Method_encoded,Frequency of Purchases_encoded
470,21.444433267359173,Male,Shorts,Clothing,45.61117791473125,Alabama,L,Pink,Fall,4.099005570090781,Yes,2-Day Shipping,Yes,Yes,30.385867439046407,Debit Card,Bi-Weekly,1,1,0,16,0,1,0,1,1,3,1
471,49.2845002216205,Male,Dress,Clothing,64.28431541059352,Minnesota,L,Teal,Summer,4.623620095788477,Yes,Express,Yes,Yes,6.555702717983479,Cash,Every 3 Months,1,1,0,20,2,1,1,1,1,1,2
472,53.94437095568146,Male,Scarf,Accessories,71.54484868784596,Missouri,XL,White,Winter,4.96671241475556,Yes,2-Day Shipping,Yes,Yes,36.12013133351057,Bank Transfer,Quarterly,1,0,3,23,3,1,0,1,1,0,5
473,18.997514673533033,Male,Jeans,Clothing,37.95717386615646,Georgia,L,Gray,Winter,3.910850448197828,Yes,Free Shipping,Yes,Yes,3.37088384256072,Bank Transfer,Quarterly,1,1,0,7,3,1,2,1,1,0,5
474,34.45692249519107,Male,Coat,Outerwear,40.80974394394694,West Virginia,L,Olive,Spring,3.9360808488107217,Yes,Store Pickup,Yes,Yes,28.34159130435422,PayPal,Every 3 Months,1,3,0,13,1,1,5,1,1,4,2
475,62.10603679030708,Male,Sweater,Clothing,74.74017404904566,Arkansas,XL,Maroon,Summer,2.5422419682525788,Yes,2-Day Shipping,Yes,Yes,15.11846895005019,Cash,Quarterly,1,1,3,12,2,1,0,1,1,1,5
476,21.594971088331764,Male,Sneakers,Footwear,66.78000356752236,Ohio,L,Magenta,Summer,2.772086245140048,Yes,Free Shipping,Yes,Yes,17.655911905542858,Debit Card,Annually,1,2,0,11,2,1,2,1,1,3,0
477,21.508751078276617,Male,Scarf,Accessories,89.12096449850586,Connecticut,M,Magenta,Spring,3.521690314124715,Yes,Free Shipping,Yes,Yes,1.1116253934493139,Debit Card,Fortnightly,1,0,1,11,1,1,2,1,1,3,3
478,41.67993076499891,Male,Sweater,Clothing,54.777415760942276,North Dakota,M,Green,Summer,3.698223605871709,Yes,Free Shipping,Yes,Yes,48.632216248221326,Debit Card,Weekly,1,1,1,8,2,1,2,1,1,3,6
479,34.94641334220745,Male,Jewelry,Accessories,43.84470190219022,Kansas,XL,Turquoise,Winter,3.1941020466723167,Yes,Free Shipping,Yes,Yes,48.194643511303326,Venmo,Annually,1,0,3,21,3,1,2,1,1,5,0
480,38.61111340990319,Male,Handbag,Accessories,84.38815124301335,Iowa,L,Yellow,Winter,3.260349912259666,Yes,Store Pickup,Yes,Yes,43.31480089003334,Venmo,Monthly,1,0,0,24,3,1,5,1,1,5,4
481,67.84007108241153,Male,Hoodie,Clothing,89.1392225807894,Vermont,M,Gray,Summer,4.770588783006236,Yes,Standard,Yes,Yes,29.083720615320708,Debit Card,Bi-Weekly,1,1,1,7,2,1,4,1,1,3,1
482,45.26451936817414,Male,Hat,Accessories,88.60665884253176,Wisconsin,L,Peach,Fall,3.2684148792140553,Yes,2-Day Shipping,Yes,Yes,9.322663355202383,PayPal,Fortnightly,1,0,0,15,0,1,0,1,1,4,3
483,41.29691623509255,Male,Belt,Accessories,41.108696380912825,Connecticut,M,Yellow,Winter,2.4645826229110153,Yes,2-Day Shipping,Yes,Yes,11.523459998914475,Venmo,Annually,1,0,1,24,3,1,0,1,1,5,0
484,23.817499730630082,Male,Hoodie,Clothing,73.0900668121475,Oklahoma,M,White,Fall,3.863892781463241,Yes,Store Pickup,Yes,Yes,12.367063954957652,Debit Card,Weekly,1,1,1,23,0,1,5,1,1,3,6
485,67.37906422832977,Male,Hat,Accessories,73.14809424057853,Missouri,L,Lavender,Summer,4.674852683373139,Yes,Free Shipping,Yes,Yes,28.6408041598817,Bank Transfer,Quarterly,1,0,0,10,2,1,2,1,1,0,5
486,48.974251116418436,Male,Shoes,Footwear,42.912180531603894,Tennessee,S,Blue,Spring,2.5570917804757913,Yes,Next Day Air,Yes,Yes,36.98806086966933,Debit Card,Fortnightly,1,2,2,2,1,1,3,1,1,3,3
487,38.086319413776856,Male,Sandals,Footwear,61.692682116392234,New Mexico,M,Charcoal,Fall,2.800548145905375,Yes,Store Pickup,Yes,Yes,37.38854611999168,Venmo,Every 3 Months,1,2,1,4,0,1,5,1,1,5,2
488,41.18331150101882,Male,Jacket,Outerwear,67.19436953334525,Iowa,L,Red,Winter,4.438995127575021,Yes,Store Pickup,Yes,Yes,21.70036111443,Credit Card,Quarterly,1,3,0,18,3,1,5,1,1,2,5
489,56.70778870576189,Male,Sweater,Clothing,31.41028457508957,Maine,L,Olive,Spring,4.5781375734097,Yes,Standard,Yes,Yes,32.08296222483346,Venmo,Weekly,1,1,0,13,1,1,4,1,1,5,6
490,47.62579486755589,Male,Socks,Clothing,84.5115195216622,South Dakota,M,Green,Summer,3.1508196909954806,Yes,Standard,Yes,Yes,41.19903705935927,PayPal,Annually,1,1,1,8,2,1,4,1,1,4,0
491,57.10958312158272,Male,Sneakers,Footwear,43.45909140412829,Colorado,M,Silver,Winter,4.210451886544251,Yes,2-Day Shipping,Yes,Yes,48.996917034918226,Cash,Monthly,1,2,1,19,3,1,0,1,1,1,4
492,49.60049608359623,Male,Coat,Outerwear,68.44534273644665,Vermont,M,Silver,Summer,3.6980026573460907,Yes,2-Day Shipping,Yes,Yes,24.334520558093303,Credit Card,Bi-Weekly,1,3,1,19,2,1,0,1,1,2,1
493,49.48949610325178,Male,Shirt,Clothing,63.05193609748187,Michigan,M,Black,Fall,3.93590870994287,Yes,Standard,Yes,Yes,11.386860883948305,Debit Card,Weekly,1,1,1,1,0,1,4,1,1,3,6
494,29.26990509219238,Male,Backpack,Accessories,49.06809415755357,Nevada,XL,Red,Summer,4.683723539345931,Yes,Store Pickup,Yes,Yes,19.524219980763174,Cash,Bi-Weekly,1,0,3,18,2,1,5,1,1,1,1
495,38.55883021656152,Male,Boots,Footwear,69.12738588752453,Indiana,M,Indigo,Winter,4.490683488961625,Yes,Express,Yes,Yes,42.017186911085695,Debit Card,Weekly,1,2,1,9,3,1,1,1,1,3,6
496,32.309315972838625,Male,Handbag,Accessories,36.45899163231958,Michigan,XL,Cyan,Fall,3.2946451470769325,Yes,Free Shipping,Yes,Yes,6.840717150363745,Debit Card,Fortnightly,1,0,3,5,0,1,2,1,1,3,3
497,30.023456692683517,Male,Dress,Clothing,64.63010614729323,California,S,Maroon,Fall,3.303187338725603,Yes,Express,Yes,Yes,31.72816782608034,Venmo,Fortnightly,1,1,2,12,0,1,1,1,1,5,3
498,44.8834060281382,Male,Sneakers,Footwear,39.447779945292744,Oklahoma,S,Silver,Winter,4.585941918540069,Yes,Free Shipping,Yes,Yes,31.255986044471133,Cash,Weekly,1,2,2,19,3,1,2,1,1,1,6
499,42.05517985906099,Male,Boots,Footwear,80.02795347905064,Iowa,M,Lavender,Spring,3.580137561810245,Yes,Free Shipping,Yes,Yes,26.77027633056191,Bank Transfer,Monthly,1,2,1,10,1,1,2,1,1,0,4
500,36.4016856089626,Male,Shoes,Footwear,97.08283337930543,Rhode Island,L,Silver,Winter,4.733735864384918,Yes,Express,Yes,Yes,22.901515447264632,PayPal,Monthly,1,2,0,19,3,1,1,1,1,4,4
501,35.75459167245768,Male,T-shirt,Clothing,31.41219495382397,Washington,L,Purple,Fall,4.7797528391061626,Yes,Next Day Air,Yes,Yes,35.52906350994627,Venmo,Every 3 Months,1,1,0,17,0,1,3,1,1,5,2
502,64.53750941739018,Male,Boots,Footwear,45.33531199099828,Florida,M,Cyan,Spring,2.9256129610827304,Yes,Next Day Air,Yes,Yes,21.153759536182264,Venmo,Annually,1,2,1,5,1,1,3,1,1,5,0
503,59.96360884624454,Male,Pants,Clothing,28.89163365713391,South Carolina,S,Cyan,Fall,2.8304482619207403,Yes,Express,Yes,Yes,7.467068862425614,PayPal,Fortnightly,1,1,2,5,0,1,1,1,1,4,3
504,54.706313252460305,Male,Shoes,Footwear,24.685934897307646,West Virginia,M,Lavender,Summer,3.1831289052281893,Yes,Next Day Air,Yes,Yes,25.183795024949035,Bank Transfer,Quarterly,1,2,1,10,2,1,3,1,1,0,5
505,42.850797904873126,Male,Shoes,Footwear,20.236494941250832,Missouri,M,Maroon,Winter,3.9465360759140995,Yes,Free Shipping,Yes,Yes,26.477790158344767,PayPal,Annually,1,2,1,12,3,1,2,1,1,4,0
506,62.68895742939732,Male,T-shirt,Clothing,62.225776269503754,Maine,L,Gray,Spring,4.298972074449774,Yes,Express,Yes,Yes,7.843336921705453,Cash,Bi-Weekly,1,1,0,7,1,1,1,1,1,1,1
507,28.050393948752088,Male,Scarf,Accessories,37.6340900215051,Georgia,M,Olive,Fall,2.652090195348514,Yes,2-Day Shipping,Yes,Yes,48.21644768706133,Debit Card,Annually,1,0,1,13,0,1,0,1,1,3,0
508,65.59681323349847,Male,Shorts,Clothing,21.844626336790927,Maine,M,Magenta,Spring,4.94082624206956,Yes,Store Pickup,Yes,Yes,33.609343917442885,Debit Card,Fortnightly,1,1,1,11,1,1,5,1,1,3,3
509,26.551040968141166,Male,Jewelry,Accessories,19.725962384090316,Illinois,S,Yellow,Winter,3.7436272058716367,Yes,Store Pickup,Yes,Yes,31.39721856802039,PayPal,Quarterly,1,0,2,24,3,1,5,1,1,4,5
510,41.01464438293099,Male,T-shirt,Clothing,82.56449593016215,Delaware,L,Cyan,Summer,3.886642311114334,Yes,Free Shipping,Yes,Yes,16.71774667853827,Debit Card,Weekly,1,1,0,5,2,1,2,1,1,3,6
511,20.865659889054488,Male,Shirt,Clothing,87.95028704148342,West Virginia,M,Teal,Fall,3.8565229645495434,Yes,2-Day Shipping,Yes,Yes,21.097506521900456,Venmo,Annually,1,1,1,20,0,1,0,1,1,5,0
512,61.60597370590454,Male,Shirt,Clothing,46.53032189355211,Hawaii,L,Yellow,Fall,3.0190927431523322,Yes,Free Shipping,Yes,Yes,8.424037021739537,PayPal,Annually,1,1,0,24,0,1,2,1,1,4,0
513,19.91601083311856,Male,Gloves,Accessories,48.30620258768974,New York,L,Peach,Winter,3.285828954677554,Yes,Next Day Air,Yes,Yes,2.8672053689740746,Bank Transfer,Monthly,1,0,0,15,3,1,3,1,1,0,4
514,21.916620705441034,Male,Scarf,Accessories,63.76165020142719,New Mexico,M,Peach,Fall,3.614494589958573,Yes,Store Pickup,Yes,Yes,44.58628247673642,Venmo,Annually,1,0,1,15,0,1,5,1,1,5,0
515,65.1661353056968,Male,Skirt,Clothing,62.618934124438695,Indiana,S,Olive,Winter,4.275014884277816,Yes,Standard,Yes,Yes,47.36616831097824,PayPal,Quarterly,1,1,2,13,3,1,4,1,1,4,5
516,29.163416641816763,Male,Hat,Accessories,66.91536354378758,Kentucky,L,Charcoal,Spring,4.462282089382473,Yes,Next Day Air,Yes,Yes,8.142417343964851,Cash,Monthly,1,0,0,4,1,1,3,1,1,1,4
517,34.64393018885397,Male,Hoodie,Clothing,39.414980581210386,West Virginia,L,Indigo,Fall,2.7803262270551423,Yes,2-Day Shipping,Yes,Yes,19.244768320796982,Debit Card,Bi-Weekly,1,1,0,9,0,1,0,1,1,3,1
518,60.60762402634307,Male,Boots,Footwear,47.20480599179939,North Dakota,L,Silver,Fall,2.74452012431044,Yes,Free Shipping,Yes,Yes,43.71331114346397,Cash,Every 3 Months,1,2,0,19,0,1,2,1,1,1,2
519,23.53477793694308,Male,Blouse,Clothing,97.86537914714553,Oregon,M,Beige,Fall,2.850115739301709,Yes,Next Day Air,Yes,Yes,16.751867068870563,Venmo,Every 3 Months,1,1,1,0,0,1,3,1,1,5,2
520,18.382281907165314,Male,Belt,Accessories,56.155105193965674,Minnesota,L,Blue,Summer,4.37701995411441,Yes,2-Day Shipping,Yes,Yes,16.4672182142747,Bank Transfer,Quarterly,1,0,0,2,2,1,0,1,1,0,5
521,51.721726380481265,Male,Sunglasses,Accessories,86.61940284844958,South Carolina,M,White,Spring,3.943358615762897,Yes,Free Shipping,Yes,Yes,19.062242873161715,Debit Card,Quarterly,1,0,1,23,1,1,2,1,1,3,5
522,35.07859634915719,Male,Shorts,Clothing,41.24260358448101,Vermont,L,Gold,Winter,3.517697016629459,Yes,Standard,Yes,Yes,50.58678529635525,Bank Transfer,Annually,1,1,0,6,3,1,4,1,1,0,0
523,65.51465344747564,Male,Gloves,Accessories,88.17627302091417,Minnesota,M,Blue,Spring,2.506414771341906,Yes,Store Pickup,Yes,Yes,36.706606146996734,Cash,Quarterly,1,0,1,2,1,1,5,1,1,1,5
524,45.17794666183782,Male,Sandals,Footwear,39.6019665976908,Delaware,M,Orange,Spring,4.876778404210467,Yes,Express,Yes,Yes,4.771359064580356,PayPal,Quarterly,1,2,1,14,1,1,1,1,1,4,5
525,59.62620755089128,Male,Shirt,Clothing,37.89404147428728,Pennsylvania,M,Gold,Summer,4.801092412203997,Yes,Free Shipping,Yes,Yes,43.54712550818722,PayPal,Annually,1,1,1,6,2,1,2,1,1,4,0
526,51.01309341695538,Male,Coat,Outerwear,38.62751722741682,Iowa,M,Cyan,Spring,3.180739727558918,Yes,Next Day Air,Yes,Yes,40.65845739518291,Debit Card,Monthly,1,3,1,5,1,1,3,1,1,3,4
527,52.0140713646452,Male,Pants,Clothing,54.21736787008281,New Jersey,S,Red,Winter,4.869224402347552,Yes,Standard,Yes,Yes,20.01348997729117,Cash,Monthly,1,1,2,18,3,1,4,1,1,1,4
528,21.867938611721414,Male,T-shirt,Clothing,21.942643181291302,South Carolina,L,Yellow,Winter,4.2613219097915955,Yes,Next Day Air,Yes,Yes,48.20091638825079,Bank Transfer,Every 3 Months,1,1,0,24,3,1,3,1,1,0,2
529,35.091194257816504,Male,Sneakers,Footwear,87.90196121208253,Maryland,S,Beige,Winter,3.2280793577212505,Yes,Express,Yes,Yes,41.296614051734345,Cash,Annually,1,2,2,0,3,1,1,1,1,1,0
530,33.11077654285044,Male,Shorts,Clothing,83.4675855842991,California,M,Orange,Fall,3.697836787500273,Yes,Standard,Yes,Yes,6.787455453252682,Credit Card,Monthly,1,1,1,14,0,1,4,1,1,2,4
531,48.10921393546421,Male,Coat,Outerwear,36.5026492512426,Montana,XL,Magenta,Winter,3.211263095930321,Yes,Store Pickup,Yes,Yes,25.336813962666657,Credit Card,Bi-Weekly,1,3,3,11,3,1,5,1,1,2,1
532,49.1188775581205,Male,Sandals,Footwear,52.40351622224832,Vermont,L,Purple,Fall,3.40543158979663,Yes,Next Day Air,Yes,Yes,40.96537953867463,Cash,Weekly,1,2,0,17,0,1,3,1,1,1,6
533,25.199683091636707,Male,Pants,Clothing,74.44730036791937,Texas,L,Black,Winter,4.115789806178408,Yes,Express,Yes,Yes,34.864540357232244,Bank Transfer,Every 3 Months,1,1,0,1,3,1,1,1,1,0,2
534,55.413203249777006,Male,Sandals,Footwear,60.552064441257265,North Carolina,L,Pink,Spring,4.490878229573757,Yes,Next Day Air,Yes,Yes,18.55794510295514,Debit Card,Weekly,1,2,0,16,1,1,3,1,1,3,6
535,64.17600276270407,Male,Gloves,Accessories,72.86186599391932,Florida,L,Pink,Fall,4.4827512972527375,Yes,Next Day Air,Yes,Yes,3.6853260262403,PayPal,Quarterly,1,0,0,16,0,1,3,1,1,4,5
536,56.05233209543004,Male,T-shirt,Clothing,44.83176482898378,West Virginia,L,Maroon,Spring,3.170803881417035,Yes,Free Shipping,Yes,Yes,25.09375173765995,Bank Transfer,Weekly,1,1,0,12,1,1,2,1,1,0,6
537,43.57445045823562,Male,Jacket,Outerwear,85.05694110569257,Illinois,S,Maroon,Fall,4.349364152422962,Yes,Store Pickup,Yes,Yes,16.039755468319658,Debit Card,Every 3 Months,1,3,2,12,0,1,5,1,1,3,2
538,49.8630285870481,Male,Blouse,Clothing,49.17474518158575,Virginia,S,Turquoise,Summer,2.959818712260613,Yes,Store Pickup,Yes,Yes,12.065427086362952,Debit Card,Annually,1,1,2,21,2,1,5,1,1,3,0
539,27.374650682789323,Male,Socks,Clothing,23.440466900457842,Virginia,XL,Green,Spring,3.186913974576663,Yes,Free Shipping,Yes,Yes,43.46265875540998,Cash,Weekly,1,1,3,8,1,1,2,1,1,1,6
540,48.76879502437457,Male,Coat,Outerwear,46.19847797730232,Wyoming,M,Violet,Winter,3.9425933274807368,Yes,Store Pickup,Yes,Yes,49.91468700466869,Debit Card,Weekly,1,3,1,22,3,1,5,1,1,3,6
541,48.1469844266154,Male,Dress,Clothing,36.58722630144387,South Carolina,M,Lavender,Spring,3.05049876500411,Yes,Next Day Air,Yes,Yes,32.9646074554101,Cash,Every 3 Months,1,1,1,10,1,1,3,1,1,1,2
542,51.95952221279817,Male,Jacket,Outerwear,26.915009520761345,Connecticut,L,Gray,Fall,2.837320218320658,Yes,Next Day Air,Yes,Yes,45.890702110168256,Cash,Bi-Weekly,1,3,0,7,0,1,3,1,1,1,1
543,26.31680629212472,Male,Boots,Footwear,75.83745652655244,Illinois,XL,Teal,Spring,4.608028123073382,Yes,Next Day Air,Yes,Yes,33.79523435682376,Cash,Bi-Weekly,1,2,3,20,1,1,3,1,1,1,1
544,52.79409951063794,Male,Skirt,Clothing,96.71478061545334,Alabama,S,Red,Spring,4.283819211354429,Yes,Express,Yes,Yes,9.999128982386317,Credit Card,Monthly,1,1,2,18,1,1,1,1,1,2,4
545,35.02102001821817,Male,Sandals,Footwear,63.037109534676624,Washington,S,Yellow,Summer,3.381347672550548,Yes,Standard,Yes,Yes,30.147985015093703,Bank Transfer,Every 3 Months,1,2,2,24,2,1,4,1,1,0,2
546,32.794313323929366,Male,Coat,Outerwear,33.12219683915202,Alabama,L,Magenta,Summer,3.440974297420099,Yes,2-Day Shipping,Yes,Yes,48.34464680967255,Debit Card,Annually,1,3,0,11,2,1,0,1,1,3,0
547,63.346599741647864,Male,Hoodie,Clothing,73.16345459389586,New Mexico,M,Brown,Winter,3.4349377526865266,Yes,Free Shipping,Yes,Yes,45.979933235907836,Venmo,Bi-Weekly,1,1,1,3,3,1,2,1,1,5,1
548,39.088586593450614,Male,Jacket,Outerwear,49.03180779414658,Nevada,M,Blue,Winter,2.7960082724266915,Yes,Free Shipping,Yes,Yes,26.46153108727937,Venmo,Weekly,1,3,1,2,3,1,2,1,1,5,6
549,35.55950814439729,Male,Backpack,Accessories,64.96749014888374,Nebraska,M,Black,Winter,4.628113429390948,Yes,Store Pickup,Yes,Yes,40.13777455694191,Debit Card,Every 3 Months,1,0,1,1,3,1,5,1,1,3,2
550,30.155124314546185,Male,Backpack,Accessories,27.085211206585704,Arizona,S,Olive,Fall,3.6039017568985985,Yes,Express,Yes,Yes,37.15389483845638,Venmo,Bi-Weekly,1,0,2,13,0,1,1,1,1,5,1
551,61.96003889492977,Male,Belt,Accessories,59.54869347136898,Georgia,M,Olive,Summer,3.2329527686574915,Yes,Store Pickup,Yes,Yes,12.433939229770496,PayPal,Weekly,1,0,1,13,2,1,5,1,1,4,6
552,29.876966737734453,Male,Coat,Outerwear,77.57205740270064,Idaho,XL,Green,Fall,3.1034185482347088,Yes,2-Day Shipping,Yes,Yes,25.646135341104323,Cash,Bi-Weekly,1,3,3,8,0,1,0,1,1,1,1
553,23.627268905210137,Male,T-shirt,Clothing,92.28664660630079,Missouri,M,Peach,Fall,3.512016637922054,Yes,Express,Yes,Yes,17.968481090053665,Bank Transfer,Weekly,1,1,1,15,0,1,1,1,1,0,6
554,63.69049320731665,Male,Sunglasses,Accessories,57.33165192234434,Florida,M,White,Winter,3.1215025060697466,Yes,Express,Yes,Yes,14.757589849135115,Credit Card,Quarterly,1,0,1,23,3,1,1,1,1,2,5
555,56.91887294198071,Male,Sneakers,Footwear,47.67865589545771,Minnesota,M,Red,Summer,3.0696185869702513,Yes,Express,Yes,Yes,33.52707836076802,Bank Transfer,Weekly,1,2,1,18,2,1,1,1,1,0,6
556,62.41144679677004,Male,Gloves,Accessories,58.03671045896361,Maine,M,White,Fall,4.811144698940759,Yes,Express,Yes,Yes,37.36029472494125,Venmo,Annually,1,0,1,23,0,1,1,1,1,5,0
557,39.48594464101681,Male,Coat,Outerwear,90.93361667652641,Montana,L,Indigo,Winter,5.024064647508393,Yes,Store Pickup,Yes,Yes,20.169520353982474,Cash,Fortnightly,1,3,0,9,3,1,5,1,1,1,3
558,18.541893568555807,Male,Shirt,Clothing,61.31223138254269,Alaska,M,White,Spring,2.8582610630439045,Yes,Free Shipping,Yes,Yes,31.3011355245459,Debit Card,Weekly,1,1,1,23,1,1,2,1,1,3,6
559,50.11546175724577,Male,Sneakers,Footwear,78.46887598105006,Iowa,L,Teal,Fall,3.224731801253068,Yes,Express,Yes,Yes,43.40415191877221,Debit Card,Every 3 Months,1,2,0,20,0,1,1,1,1,3,2
560,65.4783329094185,Male,Scarf,Accessories,38.48082461275671,Arizona,M,Indigo,Fall,2.9390163974909442,Yes,Store Pickup,Yes,Yes,22.78286320992474,Bank Transfer,Monthly,1,0,1,9,0,1,5,1,1,0,4
561,24.73220922231887,Male,Jewelry,Accessories,48.5330602005351,Louisiana,L,Red,Fall,3.3090805674940222,Yes,Free Shipping,Yes,Yes,11.188491064576338,Debit Card,Annually,1,0,0,18,0,1,2,1,1,3,0
562,64.9463783808345,Male,Jacket,Outerwear,64.37321146376355,Alabama,M,Blue,Fall,2.5996643937992667,Yes,Next Day Air,Yes,Yes,23.91268464182844,PayPal,Fortnightly,1,3,1,2,0,1,3,1,1,4,3
563,51.81011684307277,Male,Jeans,Clothing,61.11542731122228,Missouri,M,Blue,Summer,3.4679995899344855,Yes,Standard,Yes,Yes,40.20146776628601,Debit Card,Annually,1,1,1,2,2,1,4,1,1,3,0
564,61.582179289071654,Male,Shoes,Footwear,99.66324778825756,Idaho,M,Black,Fall,4.392257383647691,Yes,Standard,Yes,Yes,15.79321018258053,Debit Card,Quarterly,1,2,1,1,0,1,4,1,1,3,5
565,66.63601229361154,Male,Hoodie,Clothing,55.952204342791795,Florida,M,Olive,Winter,3.3816636390240684,Yes,Next Day Air,Yes,Yes,32.096747583416104,Bank Transfer,Weekly,1,1,1,13,3,1,3,1,1,0,6
566,56.88331937109312,Male,Backpack,Accessories,40.927572116976634,Idaho,L,Lavender,Fall,4.220483816248489,Yes,Store Pickup,Yes,Yes,10.331199243837395,Venmo,Weekly,1,0,0,10,0,1,5,1,1,5,6
567,54.981849006094116,Male,Sneakers,Footwear,93.74983003130436,Alabama,M,Indigo,Spring,3.569564973671,Yes,Store Pickup,Yes,Yes,1.0420134764559326,Debit Card,Fortnightly,1,2,1,9,1,1,5,1,1,3,3
568,20.436124449311748,Male,Blouse,Clothing,50.57729220235025,New Hampshire,S,Red,Winter,3.020220786432179,Yes,Next Day Air,Yes,Yes,23.875156644569387,Venmo,Fortnightly,1,1,2,18,3,1,3,1,1,5,3
569,45.284145700468635,Male,Pants,Clothing,88.16182238360184,Utah,L,Red,Summer,3.9699549699707037,Yes,Free Shipping,Yes,Yes,35.120125402678596,PayPal,Monthly,1,1,0,18,2,1,2,1,1,4,4
570,64.5548396332653,Male,Skirt,Clothing,31.95862708430592,Alabama,M,Pink,Fall,4.3906048557708734,Yes,Express,Yes,Yes,46.40732336884248,Credit Card,Every 3 Months,1,1,1,16,0,1,1,1,1,2,2
571,64.165374535927,Male,T-shirt,Clothing,99.88031848496293,Iowa,XL,Purple,Fall,4.122061252576755,Yes,Standard,Yes,Yes,19.94282909494231,Cash,Annually,1,1,3,17,0,1,4,1,1,1,0
572,54.386221567452246,Male,Jacket,Outerwear,76.8051349172059,Kentucky,XL,Cyan,Spring,3.574796236638801,Yes,Free Shipping,Yes,Yes,36.94342962064675,Venmo,Weekly,1,3,3,5,1,1,2,1,1,5,6
573,55.497809389361244,Male,Scarf,Accessories,97.10095744772156,South Carolina,XL,Cyan,Summer,4.623296453735024,Yes,Next Day Air,Yes,Yes,26.06822172724969,Bank Transfer,Annually,1,0,3,5,2,1,3,1,1,0,0
574,57.407317517436866,Male,Pants,Clothing,66.60664670082977,California,M,Charcoal,Summer,3.2198033515847464,Yes,2-Day Shipping,Yes,Yes,23.159794255449455,Credit Card,Bi-Weekly,1,1,1,4,2,1,0,1,1,2,1
575,54.38741438448573,Male,Sneakers,Footwear,78.49672080535498,Maine,L,Red,Fall,4.79029694731387,Yes,Free Shipping,Yes,Yes,18.743637798999814,Bank Transfer,Bi-Weekly,1,2,0,18,0,1,2,1,1,0,1
576,57.20885003406853,Male,Jeans,Clothing,86.99157177848069,Nebraska,M,Peach,Fall,4.841604781682654,Yes,Express,Yes,Yes,38.60462880717988,PayPal,Monthly,1,1,1,15,0,1,1,1,1,4,4
577,46.89191904801329,Male,Hat,Accessories,69.57072387572907,Washington,M,Black,Winter,5.002785546014532,Yes,2-Day Shipping,Yes,Yes,4.388565608360032,Credit Card,Every 3 Months,1,0,1,1,3,1,0,1,1,2,2
578,20.312413422507692,Male,Skirt,Clothing,51.61354563652108,Alabama,M,Black,Fall,3.739473779780066,Yes,Store Pickup,Yes,Yes,40.900291578280836,Venmo,Annually,1,1,1,1,0,1,5,1,1,5,0
579,69.440638935057,Male,Sandals,Footwear,89.70451334749436,Maine,M,Purple,Fall,4.664226024759126,Yes,Next Day Air,Yes,Yes,22.92888146730824,Credit Card,Fortnightly,1,2,1,17,0,1,3,1,1,2,3
580,57.79910068751122,Male,Sandals,Footwear,40.808641785707295,California,M,Violet,Winter,3.6913587351616304,Yes,Free Shipping,Yes,Yes,49.28539582734646,Credit Card,Annually,1,2,1,22,3,1,2,1,1,2,0
581,48.9973560011772,Male,Sweater,Clothing,80.32533443934021,Iowa,M,Orange,Spring,4.123096573675953,Yes,Free Shipping,Yes,Yes,8.771637199674474,PayPal,Weekly,1,1,1,14,1,1,2,1,1,4,6
582,32.38464886561531,Male,Sweater,Clothing,98.31230988727988,Iowa,XL,Charcoal,Winter,2.6771679653226474,Yes,Store Pickup,Yes,Yes,12.021847540558737,Bank Transfer,Every 3 Months,1,1,3,4,3,1,5,1,1,0,2
583,40.740105800790055,Male,Jacket,Outerwear,73.57474711058654,Colorado,L,Turquoise,Spring,4.863013737867665,Yes,Store Pickup,Yes,Yes,2.197140547338164,Bank Transfer,Quarterly,1,3,0,21,1,1,5,1,1,0,5
584,24.42517191896972,Male,Shorts,Clothing,79.41163587953929,California,L,Yellow,Spring,3.993000366708833,Yes,Store Pickup,Yes,Yes,36.911026250669096,PayPal,Monthly,1,1,0,24,1,1,5,1,1,4,4
585,70.2784102963612,Male,Socks,Clothing,96.12400498917124,Indiana,M,White,Spring,4.651203729668717,Yes,Free Shipping,Yes,Yes,20.579756895124067,Debit Card,Monthly,1,1,1,23,1,1,2,1,1,3,4
586,68.61471255395887,Male,Socks,Clothing,22.275227966814633,South Carolina,M,Gray,Fall,2.7664231958848586,Yes,Next Day Air,Yes,Yes,5.0839830726627815,Cash,Every 3 Months,1,1,1,7,0,1,3,1,1,1,2
587,44.85630254403561,Male,Hoodie,Clothing,18.7376213126616,Wisconsin,S,Blue,Winter,4.92117987602682,Yes,2-Day Shipping,Yes,Yes,9.140252399102598,Venmo,Annually,1,1,2,2,3,1,0,1,1,5,0
588,29.122187555203592,Male,Socks,Clothing,85.83774224829588,Washington,S,Maroon,Fall,4.181605642839111,Yes,Express,Yes,Yes,47.337199906909554,Debit Card,Every 3 Months,1,1,2,12,0,1,1,1,1,3,2
589,46.99492175025296,Male,Boots,Footwear,59.778090133580776,South Dakota,M,Violet,Fall,3.0254443199408105,Yes,Standard,Yes,Yes,9.29825125090712,Debit Card,Quarterly,1,2,1,22,0,1,4,1,1,3,5
